시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,Latitude,Longitude,정원(수용인원),현인원,전화번호,우편번호
로뎀복지요양원,A8214,(노인) 노인요양시설,노인의료복지시설,자치구,이제숙,1154500000,금천구,서울특별시 금천구 시흥대로59길 20,37.4534815,126.8995741,37,37,02-802-9012,8632
흰돌장기요양센터1호점,A8240,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,기용우,1174000000,강동구,서울특별시 강동구 구천면로 323개나리프라자 6층,37.5483677,127.1353356,9,9,02-481-6562,5265
실버캐슬요양센터,A8276,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김천미,1154500000,금천구,서울특별시 금천구 시흥대로 202대의빌딩 6층,37.450992,126.9008414,9,9,02-805-0533,153858
관악노인종합사회복지관 병설 관악치매전문요양센터,A8318,(노인) 노인요양시설,노인의료복지시설,자치구,정정희,1162000000,관악구,서울특별시 관악구 보라매로 35 (봉천동),37.4929511,126.9262421,,,02-888-6958,8708
노원효사랑요양원,A8322,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조미옥,1135000000,노원구,서울특별시 노원구 동일로173가길 37선석빌딩 4층,37.6198825,127.0730807,7,7,02-979-3225,1859
청담노인복지센터,A8326,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유지훈,1154500000,금천구,서울특별시 금천구 금하로29길 36금하로 29길 36,37.4513835,126.9137487,8,9,070-4680-2461,8656
임원요양원,A8356,(노인) 노인요양시설,노인의료복지시설,자치구,최유리,1154500000,금천구,서울특별시 금천구 독산로 359 (독산동),37.4788991,126.9035491,74,75,02-852-1153,8537
백산실버홈,A8357,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전윤서,1141000000,서대문구,서울특별시 서대문구 모래내로 285현대빌딩 4층,37.5777533,126.9294372,9,8,02-307-7796,3663
마포노인복지센터,A8371,(노인) 노인요양시설,노인의료복지시설,자치구,한승훈,1144000000,마포구,서울특별시 마포구 만리재옛12길 6-2 (공덕동),37.5497658,126.9594623,14,14,02-712-3633,4208
성심복지센터,A8452,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,고창근,1123000000,동대문구,서울특별시 동대문구 망우로 122-14층,37.5909468,127.066478,9,9,02-2243-2303,2501
은파요양원,A8463,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김여영,1123000000,동대문구,서울특별시 동대문구 한천로 77일신빌딩 3층,37.5686408,127.0631824,9,9,02-2212-3712,2611
은나무요양원,A8464,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,곽상원,1123000000,동대문구,서울특별시 동대문구 한천로 77일신빌딩 3층,37.5686408,127.0631824,9,4,02-2212-3712,2611
로뎀요양원,A8532,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,서일선,1138000000,은평구,서울특별시 은평구 통일로72길 31(불광동),37.6234928,126.9337267,8,8,02-357-6113,3351
금호노인요양원,A8551,(노인) 노인요양시설,노인의료복지시설,자치구,한향율,1120000000,성동구,서울특별시 성동구 금호로 45정은타워 2층 (금호동4가),37.5475242,127.0252628,46,46,02-2294-3515,4737
한사랑실버센터2호점,A8562,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이춘석,1174000000,강동구,서울특별시 강동구 양재대로 14946층 602호,37.5408397,127.1405618,9,9,02-482-6400,5343
축복재가장기노인요양원,A8586,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김세호,1126000000,중랑구,서울특별시 중랑구 용마산로 389석주빌딩 4층,37.5864395,127.0949264,9,9,02-437-7447,131812
참노인요양원(공동생활가정),A8623,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유민혁,1156000000,영등포구,서울특별시 영등포구 가마산로 373주현빌딩 5층 ,37.5019735,126.8991858,9,9,02-833-6886,7381
주현노인요양원,A8624,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유민혁,1156000000,영등포구,서울특별시 영등포구 가마산로 373주현빌딩 5층 (대림동),37.5019735,126.8991858,8,8,02-833-6446,7381
수실버간호센터,A8637,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이천우,1171000000,송파구,서울특별시 송파구 성내천로 2123층,37.4993956,127.1466777,9,9,02-448-8400,138818
서대문노인복지관요양센터,A8673,(노인) 노인요양시설,노인의료복지시설,자치구,탁우상,1141000000,서대문구,서울특별시 서대문구 독립문로8길 57 (천연동),37.5680584,126.9591207,24,24,02-363-9915,3745
엘림요양원,A8716,(노인) 노인요양시설,노인의료복지시설,자치구,박길진,1138000000,은평구,서울특별시 은평구 응암로 348(녹번동),37.602183,126.9227137,36,36,02-357-9600,3459
양천어르신종합복지관병설 양천어르신요양센터,A8751,(노인) 노인요양시설,노인의료복지시설,자치구,한승호,1147000000,양천구,서울특별시 양천구 목동로3길 106 (신정동),37.5104904,126.8585336,17,17,02-2649-8836,8098
은빛노인요양공동생활가정1,A8773,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박미선,1171000000,송파구,서울특별시 송파구 거마로 99,37.5016345,127.1480287,9,9,24021005,138817
은빛노인요양공동생활가정4,A8774,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,진난주,1171000000,송파구,서울특별시 송파구 거마로 994층,37.4971916,127.1471468,9,9,02-402-1005,138817
참사랑노인요양센터,A8782,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,고정숙,1130500000,강북구,서울특별시 강북구 오현로 32청우빌딩 6층 (미아동),37.6163166,127.0337075,9,9,02-981-1212,1233
실버밸리노인요양공동생활가정,A8812,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김승오,1121500000,광진구,서울특별시 광진구 자양로 652층 (자양동),37.5420218,127.0855712,9,9,02-444-3655,5056
송파치매케어센터,A8835,(노인) 노인요양시설,노인의료복지시설,자치구,이경희,1171000000,송파구,서울특별시 송파구 백제고분로32길 41,37.4986807,127.0948732,28,28,02-2203-9401,5598
강남구립 논현요양센터,A8869,(노인) 노인요양시설,노인의료복지시설,자치구,정명희,1168000000,강남구,서울특별시 강남구 강남대로128길 59 (논현동),37.5194103,127.0285848,29,29,02-541-0226,6111
노원실버센터,A8937,(노인) 노인요양시설,노인의료복지시설,자치구,이수남,1135000000,노원구,서울특별시 노원구 동일로 1097 (공릉동),37.6304722,127.0909904,87,82,02-978-7722,1852
상봉요양원,A9020,(노인) 노인요양시설,노인의료복지시설,자치구,노태곤,1126000000,중랑구,서울특별시 중랑구 용마산로 494상아빌딩 5층,37.5949388,127.1002283,23,23,02-2207-8803,2182
봄날서울요양원,A9082,(노인) 노인요양시설,노인의료복지시설,자치구,채재혁,1150000000,강서구,서울특별시 강서구 양천로1길 100,37.5742481,126.809333,124,121,02-2661-8600,7516
효도로노인전문요양원,A9096,(노인) 노인요양시설,노인의료복지시설,자치구,오근영,1153000000,구로구,서울특별시 구로구 경인로 393-7 (고척동),37.5031884,126.858851,170,167,02-2066-7799,8227
인자인케어센터,A9110,(노인) 노인요양시설,노인의료복지시설,자치구,정선량,1111000000,종로구,서울특별시 종로구 평창17길 26 (평창동),37.6128512,126.9666895,43,39,02-394-2234,3006
나눔의집,A9119,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임준희,1147000000,양천구,서울특별시 양천구 목동로23길 34205호,37.5275092,126.8612068,9,9,02-2605-1666,7938
케어윌,A9177,(노인) 노인요양시설,노인의료복지시설,자치구,강영희,1129000000,성북구,서울특별시 성북구 보문로 50 (보문동7가),37.5805766,127.0206299,110,62,02-927-6060,2859
강남실버센터,A9181,(노인) 노인요양시설,노인의료복지시설,자치구,강다혜,1168000000,강남구,서울특별시 강남구 삼성로 628 (삼성동),37.513975,127.0561274,20,20,02-549-7133,6085
푸른요양원1호점,A9216,(노인) 노인요양시설,노인의료복지시설,자치구,인순자,1130500000,강북구,서울특별시 강북구 도봉로81길 43 (수유동),37.6349001,127.0205984,27,26,02-999-2234,1081
벧엘의집요양원,A9238,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박미혜,1162000000,관악구,서울특별시 관악구 문성로 963층,37.4781818,126.9211499,9,9,02-856-4382,8864
늘사랑실버센터,A9258,(노인) 노인요양시설,노인의료복지시설,자치구,김용길,1135000000,노원구,서울특별시 노원구 한글비석로 444교림노원프라자 5층 (상계동),37.6559143,127.0608756,80,80,02-932-0033,1666
효원노인복지센터A,A9381,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김학봉,1126000000,중랑구,"서울특별시 중랑구 상봉중앙로1길 12세광빌딩 3,4층",37.5995979,127.0873868,9,9,02-438-0606,2091
한사랑실버센터1호점,A9387,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이춘석,1174000000,강동구,서울특별시 강동구 양재대로 1494,37.5389511,127.1408776,9,9,02-482-6400,5343
포도나무실버타운2호점,A9452,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이현주,1171000000,송파구,서울특별시 송파구 가락로 26층,37.4984443,127.0994199,7,7,02-413-1147,5693
포도나무실버타운1호점,A9453,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임은주,1171000000,송파구,서울특별시 송파구 가락로 26층,37.4984443,127.0994199,9,9,02-413-1147,5693
강동노인복지관 치매요양원,A9535,(노인) 노인요양시설,노인의료복지시설,자치구,이유리,1174000000,강동구,서울특별시 강동구 동남로71길 32-5강동노인종합복지관 5층 (명일동),37.5523352,127.1542761,25,24,02-426-2041,5269
광진노인보호센터,A9553,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조철행,1121500000,광진구,서울특별시 광진구 뚝섬로58길 13(자양동),37.5312952,127.0845925,9,9,02-458-0350,5103
밝은요양원,A9631,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이선숙,1121500000,광진구,서울특별시 광진구 긴고랑로 124층 (중곡동),37.558733,127.0886268,9,9,02-969-8001,4913
예원요양원,A9645,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,문성숙,1126000000,중랑구,서울특별시 중랑구 용마산로 554동화빌딩 2층,37.600421,127.1007454,9,9,02-433-1221,131804
유린원광노인요양원,A9683,(노인) 노인요양시설,노인의료복지시설,자치구,김순덕,1126000000,중랑구,서울특별시 중랑구 신내로 56 (신내동),37.6041991,127.0960164,87,86,02-438-4093,2069
사랑의집,A9722,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이정희,1165000000,서초구,서울특별시 서초구 탑성말길 26(염곡동 217-5),37.4569531,127.0578685,9,9,02-579-7582,6798
중앙효노인요양공동생활가정,A9827,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박형준,1141000000,서대문구,"서울특별시 서대문구 서소문로 43-531층,3층",37.5619,126.9659279,6,6,02-362-9263,3741
평창동시니어센터,A9891,(노인) 노인요양시설,노인의료복지시설,자치구,임명순,1111000000,종로구,서울특별시 종로구 평창15길 10 (평창동),37.6105652,126.9656812,68,68,02-391-7936,3006
에덴실버요양원,A9903,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장미화,1171000000,송파구,서울특별시 송파구 송이로 198-1,37.4901153,127.1278435,9,9,02-407-1768,5796
미래요양원,A9970,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이문노,1156000000,영등포구,서울특별시 영등포구 대림로 88재상빌딩 4층,37.4900706,126.9045344,9,9,02-833-2307,7438
구립서대문노인전문요양센터,B4161,(노인) 노인요양시설,노인의료복지시설,자치구,김희철,1141000000,서대문구,서울특별시 서대문구 홍지문2길 59 (홍은동),37.5981804,126.9559924,78,78,02-392-3080,3608
사회복지법인 진각복지재단 진각홈케어 성북센터,F04366,(노인) 노인요양시설,노인의료복지시설,자치구,양효정,1129000000,성북구,서울특별시 성북구 화랑로 215층 (하월곡동),37.6046451,127.0393912,,42,02-913-3525,2740
이암요양원,F04452,(노인) 노인요양시설,노인의료복지시설,자치구,지소현,1120000000,성동구,서울특별시 성동구 마장로 125 (상왕십리동),37.5680281,127.0240066,49,49,02-2299-0062,4700
늘푸른요양원,F04668,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안은주,1129000000,성북구,서울특별시 성북구 장월로1길 604층 (상월곡동),37.6057012,127.0446037,9,9,02-915-2556,2748
(가칭)치매안심마을,F04762,(노인) 노인요양시설,노인의료복지시설,자치구,,1117000000,용산구,경기도 양주시 백석읍 기산로440번길 34 ,37.7748177,126.9386012,144,,02-2199-7552,11518
서울시립마포실버케어센터,F04766,(노인) 노인요양시설,노인의료복지시설,자치구,,1144000000,마포구,서울특별시 마포구 백범로31길 21서울특별시립마포실버케어센터 (공덕동),37.5468224,126.9500658,,,02-000-0000,4147
서울시립동대문실버케어센터,F04767,(노인) 노인요양시설,노인의료복지시설,자치구,,1100000000,서울특별시,서울특별시 동대문구 황물로 12 (답십리동),37.5707506,127.0507803,,,02-000-0000,2591
수명산요양원,F14036,(노인) 노인요양시설,노인의료복지시설,자치구,한미영,1150000000,강서구,서울특별시 강서구 수명로2가길 25-16수명산요양원 (내발산동)(내발산동),37.5485002,126.8250776,65,65,02-2661-7300,7641
88소망요양원,F14037,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김은옥,1150000000,강서구,서울특별시 강서구 화곡로 2253층 (화곡동)(화곡동),37.5502707,126.848761,9,9,02-2661-1253,7695
시립강동실버케어센터,F14054,(노인) 노인요양시설,노인의료복지시설,자치구,정경일,1100000000,서울특별시,서울특별시 강동구 고덕로 199 (고덕동) 시립강동실버케어센터,37.5555327,127.1470908,,,010-4586-2308,5235
해피데이공동생활가정,G0026,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장세용,1132000000,도봉구,"서울특별시 도봉구 해등로21, 나동 104호 (창동)",37.6458261,127.0435819,9,9,02-999-3571,1485
노인요양시설 실버스토리,G0027,(노인) 노인요양시설,노인의료복지시설,자치구,황애린,1141000000,서대문구,서울특별시 서대문구 모래내로 330 (홍은동),37.5797545,126.9339189,99,89,02-337-8678,3658
삼농실버마을,G0032,(노인) 노인요양시설,노인의료복지시설,자치구,이윤희,1153000000,구로구,서울특별시 구로구 오류로8길 84 (오류동),37.4925945,126.8447466,120,118,02-2617-9980,8344
참빛요양원,G0201,(노인) 노인요양시설,노인의료복지시설,자치구,유영옥,1132000000,도봉구,서울특별시 도봉구 도봉로 6399층 (쌍문동),37.6533557,127.0271003,23,23,070-8671-2095,1391
사랑과섬김요양원,G0204,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박애자,1126000000,중랑구,서울특별시 중랑구 묵동 239-51 창성빌딩2층,37.6111099,127.0772714,9,9,02-974-7004,2006
보라매요양원2호점,G0278,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,엄성현,1159000000,동작구,서울특별시 동작구 보라매로 88-088 (신대방동),37.4971602,126.9281559,9,9,02-811-0055,7053
보라매요양원1호점,G0282,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이승아,1159000000,동작구,서울특별시 동작구 보라매로 88-088 (신대방동),37.4971602,126.9281559,9,9,28110056,7053
사랑초요양원,G0285,(노인) 노인요양시설,노인의료복지시설,자치구,송길한,1147000000,양천구,서울특별시 양천구 지양로 152 (신월동),37.5237721,126.826132,119,114,226051190,8033
사랑재요양원,G0319,(노인) 노인요양시설,노인의료복지시설,자치구,이주한,1121500000,광진구,서울특별시 광진구 자양로 188 (구의동),37.5442866,127.0853042,74,74,24463356,5031
구립한남노인요양원,G0357,(노인) 노인요양시설,노인의료복지시설,자치구,김종학,1117000000,용산구,서울특별시 용산구 독서당로 103 (한남동),37.5355967,127.0107584,81,81,27908999,4419
효심(가)요양원,G0443,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최진희,1126000000,중랑구,서울특별시 중랑구 중화동210-17 5층,37.5931587,127.0717244,9,9,7081567366,2115
효심(나)요양원,G0444,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김혜원,1126000000,중랑구,서울특별시 중랑구 중화동210-17 5층,37.5931587,127.0717244,9,9,7081567366,2115
국민건강보험공단 서울요양원,G0512,(노인) 노인요양시설,노인의료복지시설,자치구,박득수,1168000000,강남구,서울특별시 강남구 헌릉로590길 50 (세곡동),37.4613153,127.1040348,150,150,221601000,6366
대한실버하우스,G0522,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유영호,1154500000,금천구,서울특별시 금천구 독산로78길 21(독산동),37.4695382,126.9039691,9,9,02-855-8191,8557
은혜실버노인요양공동생활가정,G0528,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김영성,1141000000,서대문구,서울특별시 서대문구 응암로1길 8-4(북가좌동),37.5814517,126.9113842,8,8,02-304-2429,3678
사랑채요양종합복지센터,G0627,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,위정희,1132000000,도봉구,"서울특별시 도봉구 도봉로133길34, 1층 (쌍문동)",37.6579098,127.0377935,9,9,29746290,1394
도봉요양원,G0636,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김신곤,1132000000,도봉구,"서울특별시 도봉구 도봉로601, 401호 (쌍문동)",37.6574339,127.0392549,9,9,02-9009898,1395
어버이사랑노인의료복지센터1,G0650,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강혜원,1156000000,영등포구,"서울특별시 영등포구 도림로318, 4층 (신길동)",37.5059632,126.9022625,9,9,02-832-3355,7382
어버이사랑노인의료복지센터2,G0651,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현주,1156000000,영등포구,"서울특별시 영등포구 도림로318, 5층 (신길동)",37.5059632,126.9022625,9,9,02-832-3358,7382
어버이사랑노인의료복지센터3,G0652,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,양재영,1156000000,영등포구,"서울특별시 영등포구 도림로318, 6층 (신길동)",37.5059632,126.9022625,8,8,02-832-3359,7382
유민복지센터,G0706,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정인예,1129000000,성북구,서울특별시 성북구 장위로26길20 (장위동),37.6129463,127.0455183,6,5,27633962,2745
노원편안한요양원2,G0724,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김판석,1135000000,노원구,"서울특별시 노원구 상계로27길12, 3층 (상계동, 경인빌딩)",37.659169,127.0707369,7,7,29328088,1682
노원편안한요양원1,G0725,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정진주,1135000000,노원구,"서울특별시 노원구 상계로27길12, 3층 (상계동, 경인빌딩)",37.659169,127.0707369,9,9,29328088,1682
가온요양원2,G0759,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,구자연,1130500000,강북구,서울특별시 강북구 한천로 10755층 (수유동),37.6387503,127.0289654,9,9,02-907-1117,1070
가온요양원1,G0761,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김명국,1130500000,강북구,서울특별시 강북구 한천로 10753층 (수유동),37.6387503,127.0289654,9,9,02-6959-8078,1070
강남유명요양원,G0863,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,원진순,1168000000,강남구,"서울특별시 강남구 개포로140길32, 5층 (일원동, 원효빌딩)",37.4935735,127.0865721,9,9,24453770,6339
서울시립중랑노인전문요양원,G0884,(노인) 노인요양시설,노인의료복지시설,자치구,조남식,1126000000,중랑구,"서울특별시 중랑구 양원역로 38 (망우동, 시립중랑노인전문요양원)",37.604588,127.1073169,165,165,24370144,2062
인애요양원,G0891,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이방희,1162000000,관악구,"서울특별시 관악구 신림로169, 201호 (신림동, 영창빌딩)",37.4742259,126.9337281,9,9,02-883-9430,8845
사랑나눔요양원2,G1063,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조숙현,1130500000,강북구,서울특별시 강북구 도봉로 2434층 (미아동),37.6290856,127.0277879,9,8,02-999-1366,1118
사랑재활요양원,G1064,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조옥희,1132000000,도봉구,"서울특별시 도봉구 덕릉로59아길54, 4층 (창동)",37.6431892,127.0394695,9,9,29003882,1464
은평요양원,G1094,(노인) 노인요양시설,노인의료복지시설,자치구,정수민,1138000000,은평구,"서울특별시 은평구 진흥로 473,4층 (역촌동)",37.6045773,126.9146251,45,45,23880709,3408
love사랑맞이요양원,G1102,(노인) 노인요양시설,노인의료복지시설,자치구,임하연,1132000000,도봉구,"서울특별시 도봉구 마들로649-20, 8층 (방학동)",37.6683478,127.0448269,24,24,29553322,1332
A  도봉재활요양원,G1137,(노인) 노인요양시설,노인의료복지시설,자치구,이근례,1132000000,도봉구,"서울특별시 도봉구 도봉로152길26, 6층 (방학동)",37.6692551,127.0452414,41,41,02-3494-6101,1332
(협)효마을 중랑 노인요양공동생활가정,G1156,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,배윤신,1126000000,중랑구,"서울특별시 중랑구 용마공원로3길24-10, 지층 (망우동)",37.5955662,127.1021281,9,9,7076038100,2180
목동조은요양원,G1167,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현진,1147000000,양천구,서울특별시 양천구 중앙로 294명성빌딩 8층 (신정동),37.5225752,126.8520564,9,9,226010492,8026
휴림실버요양센터,G1211,(노인) 노인요양시설,노인의료복지시설,자치구,곽철희,1153000000,구로구,"서울특별시 구로구 디지털로27길 119B2,2,3 (가리봉동)",37.4845954,126.8896773,154,143,02-855-0066,8385
21세기요양원 노인요양공동생활가정,G1299,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최정희,1156000000,영등포구,"서울특별시 영등포구 도신로69, 4층층 (도림동)",37.5063768,126.9000716,9,9,02-835-2730,7374
상봉요양원요양센터,G1334,(노인) 노인요양시설,노인의료복지시설,자치구,장태숙,1126000000,중랑구,서울특별시 중랑구 용마산로 485 (망우동),37.601942,127.1132082,54,54,02-2209-9776,2173
봄날북한산요양원,G1340,(노인) 노인요양시설,노인의료복지시설,자치구,이영선,1130500000,강북구,서울특별시 강북구 4.19로 77 (수유동),37.6451274,127.0065641,137,121,02-991-5111,1015
(협)노인돌봄은평요양원,G1351,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전명희,1138000000,은평구,서울특별시 은평구 가좌로 3063층 (신사동),37.5904181,126.9125289,9,9,7088089929,3452
난향요양원,G1354,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김종분,1162000000,관악구,"서울특별시 관악구 남부순환로 1474, 3층층 (신림동)",37.4814254,126.9142145,9,9,28666028,8771
난향요양원2,G1355,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이종분,1162000000,관악구,"서울특별시 관악구 남부순환로 1470, 4층층 (신림동)",37.4813718,126.9138745,9,9,28666028,8771
수색실버케어,G1388,(노인) 노인요양시설,노인의료복지시설,자치구,최재식,1138000000,은평구,서울특별시 은평구 수색로272-1 (수색동),37.5831853,126.8945114,67,57,23051188,3489
종로시니어스타워,G1403,(노인) 노인요양시설,노인의료복지시설,자치구,박명은,1111000000,종로구,서울특별시 종로구 홍지문길 29 (홍지동),37.6020471,126.9574429,77,77,02-1877-5255,3015
성동실버케어요양원,G1469,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,동홍우,1121500000,광진구,서울특별시 광진구 뚝섬로 6134층 (자양동),37.535533,127.067871,9,9,02-444-6100,5063
다사랑요양원,G1482,(노인) 노인요양시설,노인의료복지시설,자치구,장혜숙,1132000000,도봉구,서울특별시 도봉구 도봉로191길 88-6 (도봉동),37.6900976,127.0406144,60,60,02-995-3600,1301
사랑재활요양원2호점,G1493,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,설영일,1132000000,도봉구,"서울특별시 도봉구 덕릉로59아길 54-0 (창동)54, 3층층 (창동, 이순빌딩)",37.6431892,127.0394695,9,9,29077854,1464
효심(라)요양원,G1495,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이지택,1126000000,중랑구,"서울특별시 중랑구 망우로 171, 6층층 (중화동)",37.6005095,127.0781428,9,9,7081567366,131878
효심(다)요양원,G1496,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이춘우,1126000000,중랑구,"서울특별시 중랑구 망우로 171, 6층층 (중화동)",37.6005095,127.0781428,9,9,7081567366,131600
엔젤요양원,G1539,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,홍사록,1162000000,관악구,"서울특별시 관악구 남부순환로 1432-7, 401호호 (신림동, 대우빌딩)",37.4832381,126.9045624,9,9,28655522,151600
가나안요양원,G1542,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,오경철,1162000000,관악구,"서울특별시 관악구 조원로 24, 601호호 (신림동, 새한빌딩)",37.4831983,126.9050293,9,10,28685004,151600
수명산요양원,G1570,(노인) 노인요양시설,노인의료복지시설,자치구,한미영,1150000000,강서구,"서울특별시 강서구 수명로2가길 25-16(내발산동, 수명산요양원)",37.5485002,126.8250776,63,63,02-2661-7300,7641
A 행복한그린요양원,G1585,(노인) 노인요양시설,노인의료복지시설,자치구,박기숙,1135000000,노원구,서울특별시 노원구 동일로230나길 23 (상계동),37.6726197,127.0575891,20,20,29513877,139600
사랑방요양원,G1622,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이경순,1132000000,도봉구,"서울특별시 도봉구 도봉로 727-1 (방학동)727-1, 2층 (방학동)",37.6630261,127.0373454,9,9,02-955-1190,1350
주은요양원,G1623,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,함수용,1154500000,금천구,서울특별시 금천구 시흥대로 487독산동 (독산동),37.4771018,126.8982895,9,9,02-852-5178,8530
강일성모노인요양원,G1662,(노인) 노인요양시설,노인의료복지시설,자치구,한정일,1174000000,강동구,서울특별시 강동구 고덕로 476 (강일동),37.5578064,127.1785997,74,72,02-426-9663,5286
카멜리아요양원,G1691,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박희웅,1126000000,중랑구,"서울특별시 중랑구 동일로933, 7층층 (묵동, 수정빌딩)",37.6136975,127.0765697,9,9,29497719,131600
꿈에그린요양원1,G1713,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김승호,1132000000,도봉구,"서울특별시 도봉구 방학로106, 4층층 (방학동)",37.6630494,127.0404848,9,9,7088385311,1345
구로 미가 요양원,G1744,(노인) 노인요양시설,노인의료복지시설,자치구,이옥진,1153000000,구로구,서울특별시 구로구 천왕로 366층 (천왕동),37.482164,126.8392283,21,21,02-2613-6321,8365
도봉은빛요양원,G1749,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최은정,1132000000,도봉구,"서울특별시 도봉구 방학로106, 5층 (방학동)",37.6630494,127.0404848,9,9,29556464,1345
강서사랑요양원,G1803,(노인) 노인요양시설,노인의료복지시설,자치구,이은경,1150000000,강서구,서울특별시 강서구 곰달래로 71 (화곡동),37.530339,126.840706,56,45,02-2135-3710,7772
홍릉요양원,G1822,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박장순,1123000000,동대문구,"서울특별시 동대문구 제기로72, 5층 (제기동, 홍릉요양원)",37.5864205,127.0410612,9,9,29603460,130890
참좋은요양원,G1828,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,신용주,1138000000,은평구,서울특별시 은평구 가좌로 3062층 (신사동),37.5904181,126.9125289,9,9,02-371-5371,3452
삼성요양원,G1831,(노인) 노인요양시설,노인의료복지시설,자치구,박재경,1162000000,관악구,"서울특별시 관악구 호암로401, 501호호 (신림동)",37.4611103,126.9259645,13,13,28751212,151600
서울시립 영보노인요양원,G1838,(노인) 노인요양시설,노인의료복지시설,자치구,김재성,1100000000,서울특별시,경기도 용인시 처인구 이동면 이원로483,37.1692638,127.2399571,,,031-323-5705,156600
종암요양원,G1918,(노인) 노인요양시설,노인의료복지시설,자치구,배진희,1129000000,성북구,서울특별시 성북구 종암로9길56 (종암동),37.5966164,127.0327516,15,12,02-921-1009,136600
햇살요양원,G1932,(노인) 노인요양시설,노인의료복지시설,자치구,강혜아,1150000000,강서구,서울특별시 강서구 공항대로41길 34-0 (등촌동)34 (등촌동),37.5593008,126.845731,46,46,236657772,7587
