,시설명,공연장수,총객석수,공연장명,객석수,시설특성,개관연도,지역,Unnamed: 8,주소
4,1M SPACE,1.0,55.0,1M SPACE,55,민간(대학로 외),2019.0,서울,서대문구,서울특별시 서대문구 연세로4길 27 (창천동)
5,1m클래식아트홀,1.0,130.0,1m클래식아트홀,130,민간(대학로),2008.0,서울,종로구,서울 종로구 종로1길 50 (중학동)더케이트윈타워
8,2001 아울렛키즈홀 [구로],1.0,100.0,2001 아울렛키즈홀 [구로],100,민간(대학로 외),2008.0,서울,구로구,서울특별시 구로구 중앙로1길 36 (고척동)
10,20세기소년,1.0,0.0,20세기소년,0,민간(대학로 외),0.0,서울,중구,서울특별시 중구 동호로24길 27-5(장충동2가)
11,242,1.0,0.0,242,0,기타(비공연장),0.0,서울,용산구,서울특별시 용산구 이태원로 242 (한남동) 2층
14,369마실,1.0,0.0,369마실,0,기타(비공연장),0.0,서울,성북구,서울특별시 성북구 삼선교로4가길 13-1 (삼선동1가)
15,4560designhaus (디자인하우스),1.0,0.0,4560designhaus(디자인하우스),0,기타(비공연장),0.0,서울,서초구,서울특별시 서초구 매헌로 16 (양재동)
17,57th gallery(57갤러리),1.0,0.0,57th gallery(57갤러리),0,기타(비공연장),0.0,서울,종로구,서울특별시 종로구 율곡로3길 17 (송현동)
18,63아트홀,1.0,467.0,63아트홀,467,민간(대학로 외),2009.0,서울,영등포구,서울특별시 영등포구 63로 50 (여의도동)
19,640아트타워,1.0,92.0,640아트홀,92,민간(대학로 외),2016.0,서울,강남구,서울특별시 강남구 언주로172길 25 (신사동)
33,CJ아지트 광흥창,1.0,250.0,CJ아지트 광흥창,250,민간(대학로 외),2009.0,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
34,CJ아지트 대학로 (구. SM아트홀),1.0,190.0,CJ아지트 대학로 (구. SM아트홀),190,민간(대학로),2016.0,서울,종로구,서울특별시 종로구 대학로12길 69 (동숭동)
36,CLUB bender(클럽 벤더),1.0,0.0,CLUB bender(클럽 벤더),0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로14길 4 (상수동) 지하1층
38,CTS아트홀,1.0,404.0,CTS아트홀,404,민간(대학로 외),2005.0,서울,동작구,서울특별시 동작구 노량진로 100 (노량진동)
40,D:BASE (디:베이스),1.0,212.0,D:BASE (디:베이스),212,민간(대학로),2015.0,서울,종로구,서울특별시 종로구 대학로10길 26 (동숭동)
43,DS ART HALL(창선당),1.0,137.0,DS ART HALL(창선당),137,민간(대학로 외),2014.0,서울,종로구,서울특별시 종로구 청계천로 279 (종로6가)
44,Ean Hall For Jazz (이안홀),1.0,0.0,Ean Hall For Jazz (이안홀),0,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 테헤란로77길 11-19(삼성동)
47,GBB스페이스홀(구. 임혁필소극장),1.0,100.0,GBB스페이스홀(구. 임혁필소극장),100,민간(대학로 외),2012.0,서울,마포구,서울특별시 마포구 포은로 14 (합정동)
49,G스페이스홀(지스페이스홀),1.0,55.0,G스페이스홀(지스페이스홀),55,민간(대학로 외),2020.0,서울,마포구,서울특별시 마포구 포은로 14 (합정동)
50,H-스테이지,1.0,0.0,H-스테이지,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로 97(서교동)
55,IMCL MUSIC STUDIO,1.0,0.0,IMCL MUSIC STUDIO,0,민간(대학로 외),2022.0,서울,강서구,서울특별시 강서구 공항대로42길 23-3(내발산동)
56,IPAC홀(인터내셔널퍼포밍아트센터),1.0,0.0,IPAC홀(인터내셔널퍼포밍아트센터),0,민간(대학로 외),0.0,서울,서초구,서울특별시 서초구 효령로52길 16 (서초동)
60,JCC 아트센터,4.0,175.0,"콘서트홀
4전시장
오디토리움
크리에이티브 스튜디오","175
0
0
0",민간(대학로),2015.0,서울,종로구,서울특별시 종로구 창경궁로35길 29 (혜화동) JCC 아트센터
61,JCC크리에이티브센터,1.0,0.0,스튜디오,0,민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 창경궁로35길 45(혜화동)
62,JDB스퀘어,1.0,120.0,JDB스퀘어,120,민간(대학로 외),2018.0,서울,마포구,서울특별시 마포구 잔다리로 31 (서교동)
63,JH아트홀,1.0,155.0,JH아트홀,155,민간(대학로),2012.0,서울,종로구,서울특별시 종로구 대학로8가길 64 (동숭동)
64,JS아트홀 (구. 고스트씨어터 구.다소니씨어터),1.0,194.0,JS아트홀 (구. 고스트씨어터 구.다소니씨어터),194,민간(대학로),2018.0,서울,종로구,서울특별시 종로구 동숭길 94 (동숭동)
65,JTN 아트홀(구. 대학로예술마당),4.0,856.0,"2관
1관
4관
3관","210
230
208
208",민간(대학로),2016.0,서울,종로구,서울특별시 종로구 이화장길 26 (이화동) 
66,JnJ아트컨벤션,1.0,0.0,JnJ아트컨벤션,0,민간(대학로 외),0.0,서울,영등포구,서울특별시 영등포구 문래로 164 (문래동3가)
69,KBEC발레시어터,1.0,75.0,소극장,75,민간(대학로 외),2017.0,서울,송파구,서울특별시 송파구 양재대로71길 8 (방이동) KBEC발레시어터
73,KBS스포츠월드(아레나),1.0,2222.0,KBS아레나,2222,공공(기타),2015.0,서울,강서구,서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드
74,KBS홀,1.0,1661.0,KBS홀,1661,공공(기타),1991.0,서울,영등포구,서울특별시 영등포구 여의공원로 13 (여의도동)
79,KB아트홀 [강남] (구. LIG아트홀 강남),1.0,147.0,KB아트홀 [강남] (구. LIG아트홀 강남),147,민간(대학로 외),2006.0,서울,강남구,서울특별시 강남구 테헤란로 117 (역삼동) KB손해보험빌딩
83,KOCCA콘텐츠문화광장,1.0,193.0,스테이지66,193,공공(기타),2017.0,서울,동대문구,서울특별시 동대문구 회기로 66 (청량리동)
84,KOMCA홀,1.0,0.0,KOMCA홀,0,민간(대학로 외),0.0,서울,강서구,서울특별시 강서구 공항대로 332(내발산동)
85,KOTE(코트),1.0,0.0,KOTE Live,0,민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 인사동길 7 (인사동)
88,KT&G 상상마당 대치아트홀,1.0,422.0,KT&G 상상마당 대치아트홀,422,민간(대학로 외),2006.0,서울,강남구,서울특별시 강남구 영동대로 416 (대치동)
89,KT&G 상상마당 라이브홀 [마포],1.0,185.0,KT&G 상상마당 라이브홀 [마포],185,민간(대학로 외),2007.0,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
91,KT체임버홀,1.0,403.0,KT체임버홀,403,민간(대학로 외),2009.0,서울,양천구,서울특별시 양천구 목동서로 201 (목동)
92,Kuonechan Object Vinyl Sign Event,1.0,100.0,Kuonechan Object Vinyl Sign Event,100,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로33길 27 (서교동)
93,L&S아트홀(빛과소리아트홀),1.0,280.0,L&S아트홀(빛과소리아트홀),280,민간(대학로 외),2007.0,서울,서초구,서울특별시 서초구 서초중앙로24길 55 (서초동) 서초프라자 지하3층
94,LG아트센터 서울,2.0,1700.0,"LG SIGNATURE 홀
U+ 스테이지","1,335
365",민간(대학로 외),2022.0,서울,강서구,서울특별시 강서구 마곡중앙로 136(마곡동)
95,LIG아트홀 [합정],1.0,190.0,LIG아트홀 [합정],190,민간(대학로 외),2013.0,서울,마포구,서울특별시 마포구 양화로 19 (합정동)
96,LP Sound Studio,1.0,0.0,LP Sound Studio,0,민간(대학로 외),0.0,서울,서초구,서울특별시 서초구 바우뫼로41길 16(양재동)
97,M Stage(엠스테이지),2.0,260.0,"1관
2관","180
80",민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 인사동길 34-1 (관훈동)
98,M50클럽,1.0,0.0,M50클럽,0,민간(대학로),0.0,서울,마포구,서울특별시 마포구 월드컵북로6길 60 (동교동)
102,MHN STAGE,1.0,80.0,MHN STAGE,80,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로 117 (서교동)
103,MILDEYES,1.0,0.0,MILDEYES,0,기타(비공연장),2019.0,서울,용산구,서울특별시 용산구 녹사평대로 210-7(이태원동)
104,MODE 127,1.0,0.0,MODE 127,0,민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 이태원로 190(이태원동)
105,Mfor 아트스페이스,1.0,72.0,소극장,72,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 학동로30길 43-7 (논현동)
106,Moor Seoul,1.0,0.0,Moor Seoul,0,민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 한남대로20길 28 (한남동) 
107,Muno Studio,1.0,60.0,Muno Studio,60,민간(대학로 외),0.0,서울,서초구,서울특별시 서초구 강남대로8길 15-1(양재동)
108,M극장,1.0,150.0,M극장,150,민간(대학로 외),2006.0,서울,강남구,서울특별시 강남구 논현로4길 36 (개포동)
111,NC소극장 [강서],1.0,100.0,NC소극장 [강서],100,민간(대학로 외),2009.0,서울,강서구,서울특별시 강서구 강서로56길 17 (등촌동)
114,NH아트홀 판타스틱 전용관,1.0,405.0,NH아트홀 판타스틱 전용관,405,민간(대학로 외),2011.0,서울,중구,서울특별시 중구 통일로 120 (충정로1가)
115,NVM,1.0,0.0,NVM,0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 동교로22길 14(서교동)
117,Provoke Seoul(프로보크 서울),1.0,0.0,Provoke Seoul(프로보크 서울),0,민간(대학로 외),0.0,서울,영등포구,서울특별시 영등포구 영신로 87(문래동3가)
118,R&J씨어터(구. 연진아트홀),1.0,130.0,R&J씨어터(구. 연진아트홀),130,민간(대학로),2006.0,서울,종로구,서울특별시 종로구 낙산길 14 (동숭동)
119,SAC 아트홀,1.0,295.0,SAC 아트홀,295,민간(대학로 외),2017.0,서울,강남구,서울특별시 강남구 삼성로 534 (삼성동) 
120,SCC 선 아트홀,1.0,75.0,SCC 선 아트홀,75,민간(대학로 외),0.0,서울,서초구,서울특별시 서초구 동산로 44(양재동)
121,"SCC홀(구. DS홀, 서울바로크챔버홀)",1.0,200.0,"SCC홀(구. DS홀, 서울바로크챔버홀)",200,민간(대학로 외),2005.0,서울,서초구,서울특별시 서초구 남부순환로325길 9
123,SETEC,1.0,1000.0,제3전시실,1000,기타(비공연장),2014.0,서울,강남구,서울특별시 강남구 남부순환로 3104(대치동)
124,SH아트홀,1.0,262.0,SH아트홀,262,민간(대학로),2011.0,서울,종로구,서울특별시 종로구 동숭길 25 (동숭동)
125,SILICA GEL VINYL POP-UP,1.0,100.0,SILICA GEL VINYL POP-UP,100,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로33길 27 (서교동)
126,SJA HALL,1.0,120.0,SJA HALL,120,민간(대학로),2013.0,서울,종로구,서울특별시 종로구 대학로 89 - 0 대학로SJA빌딩
127,SJ비보이극장(구. 비보이전용극장),1.0,356.0,SJ비보이극장(구. 비보이전용극장),356,민간(대학로 외),2005.0,서울,마포구,서울특별시 마포구 와우산로 121 (서교동)
128,SPACE B1(스페이스비원),1.0,30.0,SPACE B1(스페이스비원),30,기타(비공연장),2018.0,서울,서초구,서울특별시 서초구 남부순환로347길 28 (서초동) 
129,SPACE BRICK (스페이스브릭),1.0,0.0,SPACE BRICK (스페이스브릭),0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
131,T'able 비엘106 [강남],1.0,0.0,T'able 비엘106 [강남],0,기타(비공연장),0.0,서울,강남구,서울특별시 강남구 역삼로 106 (역삼동)
132,TCC 아트센터,1.0,150.0,TCC 아트홀,150,민간(대학로 외),2011.0,서울,영등포구,서울특별시 영등포구 국회대로 539
133,TINC This is Not a Church(구. 명성교회),1.0,0.0,TINC,0,민간(대학로 외),2020.0,서울,성북구,서울특별시 성북구 동소문로10길 34-16 (삼선동4가)
135,The Nora stage Y(더노라 스테이지와이),1.0,100.0,The Nora stage Y(더노라 스테이지와이),100,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로29바길 19 (서교동) 1층
136,VERY(베리컴퍼니),2.0,270.0,"2관
1관","135
135",민간(대학로),0.0,서울,종로구,서울특별시 종로구 동숭3길 30 (동숭동)
138,WILD WILD 전용관,1.0,179.0,WILD WILD 전용관,179,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 도산대로51길 19(신사동)
139,We.AN (갤러리위안),1.0,0.0,We.AN (갤러리위안),0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 양화로16길 14-16(서교동)
143,entry55,1.0,88.0,entry55,88,민간(대학로 외),2022.0,서울,동작구,서울특별시 동작구 동작대로1길 18(사당동)
144,가나의집열림홀,1.0,143.0,가나의집열림홀,143,민간(대학로 외),2005.0,서울,종로구,서울특별시 종로구 대학로3길 9 (연지동)
148,가온스테이지,1.0,60.0,가온스테이지,60,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 잔다리로 59(서교동)
154,가톨릭청년회관,1.0,200.0,"다리소극장 (구, CY씨어터)",200,민간(대학로 외),2010.0,서울,마포구,서울특별시 마포구 월드컵북로2길 49 (동교동)
157,갈산문화예술센터,2.0,299.0,"아이누리홀
아트홀","200
99",공공(문예회관),2022.0,서울,양천구,서울특별시 양천구 목동남로 106(신정동)
159,강남구민회관,1.0,516.0,강당,516,공공(기타),2005.0,서울,강남구,서울특별시 강남구 삼성로 154 (대치동)
161,강남씨어터,1.0,232.0,강남씨어터,232,공공(기타),2007.0,서울,강남구,서울특별시 강남구 역삼로7길 16 (역삼동)
162,강남아트홀,2.0,270.0,"1관
2관","150
120",민간(대학로 외),2010.0,서울,서초구,"서울특별시 서초구 서초대로73길 30 (서초동, 서초성우빌리지)"
163,강동구민회관,1.0,608.0,대강당,608,공공(기타),1989.0,서울,강동구,서울특별시 강동구 상암로 168 (천호동) 강동구민회관
165,강동아트센터,5.0,3256.0,"소극장 드림
대극장 한강
스튜디오#1
스튜디오#3(폐관)
잔디마당(바람꽃마당)(폐관)","254
862
100
40
2,000",공공(문예회관),2011.0,서울,강동구,서울특별시 강동구 동남로 870 (상일동)
166,강동어린이회관,1.0,162.0,아이누리홀,162,공공(기타),2007.0,서울,강동구,서울특별시 강동구 성내로6길 16 (성내동)
174,강북문화예술회관,1.0,668.0,대공연장,668,공공(문예회관),2001.0,서울,강북구,서울특별시 강북구 삼각산로 85 (수유동)
175,강북문화예술회관 강북진달래홀,1.0,171.0,강북문화예술회관 강북진달래홀,171,공공(기타),2022.0,서울,강북구,서울특별시 강북구 삼각산로 85(수유동)
176,강북솔밭국악당,1.0,100.0,솔밭국악당,100,민간(대학로 외),0.0,서울,강북구,서울특별시 강북구 삼양로 579 (우이동)
177,강서구민회관,2.0,694.0,"우장홀
노을극장","609
85",공공(문예회관),1989.0,서울,강서구,서울특별시 강서구 우장산로 66 (내발산동)
178,강서아트리움,1.0,215.0,아리홀,215,공공(문예회관),0.0,서울,강서구,서울특별시 강서구 가로공원로 195 (화곡동)
183,갤러리 반포대로5,1.0,0.0,갤러리 반포대로5,0,기타(비공연장),0.0,서울,서초구,서울특별시 서초구 반포대로 5(서초동)
186,거암아트홀,1.0,144.0,거암아트홀,144,민간(대학로 외),2022.0,서울,강남구,서울특별시 강남구 강남대로 652(신사동)
193,건국대학교 새천년관,1.0,805.0,대공연장,805,민간(대학로 외),2000.0,서울,광진구,서울특별시 광진구 능동로 120 (화양동) 건국대학교
196,게토얼라이브,1.0,75.0,게토얼라이브,75,민간(대학로 외),0.0,서울,성동구,서울특별시 성동구 왕십리로 104 (성수동1가) 정일빌딩
198,경기대학교 [서울],1.0,100.0,실습동,100,민간(대학로 외),2012.0,서울,서대문구,서울특별시 서대문구 경기대로9길 24 (충정로2가) 
206,경동교회,1.0,450.0,경동교회,450,기타(비공연장),1945.0,서울,중구,서울특별시 중구 장충단로 204 (장충동1가) 
208,경복궁,1.0,0.0,경회루,0,기타(비공연장),0.0,서울,종로구,서울특별시 종로구 사직로 161 (세종로)
209,경복궁아트홀,1.0,180.0,경복궁아트홀,180,민간(대학로 외),2012.0,서울,종로구,서울특별시 종로구 자하문로 82 (효자동)
228,경향아트힐,6.0,1652.0,"4관
6관
1관
2관
썬앤문전용관
5관","347
174
292
327
300
212",민간(대학로 외),2003.0,서울,중구,서울특별시 중구 정동길 3 (정동)
229,경희대학교 평화의전당,1.0,4500.0,경희대학교 평화의전당,4500,민간(대학로 외),1999.0,서울,동대문구,서울특별시 동대문구 경희대로6길 7-13 (회기동)
236,고라니 특공대,1.0,0.0,고라니 특공대,0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 토정로 136(상수동)
237,고려사이버대학교,1.0,250.0,대강당,250,기타(비공연장),2001.0,서울,종로구,서울특별시 종로구 북촌로 106 (계동)
255,골드레이블 매직,1.0,0.0,골드레이블 매직,0,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 도산대로12길 6(논현동)
257,공간 222,1.0,33.0,공간 222,33,민간(대학로 외),2016.0,서울,성북구,서울특별시 성북구 동소문로 24 (동소문동2가)
258,공간 만차,1.0,0.0,공간 만차,0,민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 이태원로54길 5(한남동)
259,공간 아진,1.0,0.0,공간 아진,0,민간(대학로 외),0.0,서울,동작구,서울특별시 동작구 사당로30길 163(사당동)
260,공간 와디즈,1.0,0.0,공간 와디즈,0,민간(대학로 외),0.0,서울,성동구,서울특별시 성동구 연무장1길 7-1(성수동2가)
262,공간 하제,1.0,0.0,공간 하제,0,민간(대학로 외),0.0,서울,중구,서울특별시 중구 필동로1길 10-6(필동3가)
268,공간아울,1.0,172.0,공간아울,172,민간(대학로),2010.0,서울,종로구,서울특별시 종로구 대학로 120 (동숭동)
271,공감M아트센터,1.0,30.0,소극장,30,민간(대학로 외),2018.0,서울,성북구,서울특별시 성북구 보문로40길 11 (동소문동5가)
272,공감센터,1.0,1024.0,공감홀,1024,민간(대학로 외),2006.0,서울,중구,서울특별시 중구 퇴계로88길 38 (신당동)
273,공공그라운드,1.0,90.0,001스테이지,90,민간(대학로),2017.0,서울,종로구,서울특별시 종로구 대학로 116 (동숭동)
274,공덕교회,1.0,1000.0,공덕교회,1000,기타(비공연장),2010.0,서울,마포구,서울특별시 마포구 마포대로11길 30 (공덕동) 
275,공상온도,1.0,80.0,공상온도,80,기타(비공연장),2016.0,서울,마포구,서울특별시 마포구 동교로23길 40 (동교동) 
280,관악아트홀(구. 관악문화관),1.0,698.0,관악아트홀(구. 관악문화관),698,공공(문예회관),2002.0,서울,관악구,서울특별시 관악구 신림로3길 35 (신림동)
282,광림아트센터,2.0,1639.0,"장천홀
BBCH홀","613
1,026",민간(대학로 외),2005.0,서울,강남구,서울특별시 강남구 논현로163길 33 (신사동)
291,광야아트센터,1.0,212.0,광야아트센터,212,민간(대학로 외),2019.0,서울,강남구,서울특별시 강남구 선릉로 806 (청담동)
295,광운대학교 동해문화예술관,2.0,2432.0,"대극장
소극장","2,029
403",민간(대학로 외),1994.0,서울,노원구,서울특별시 노원구 광운로 20(월계동)
320,광진어린이공연장,1.0,0.0,광진어린이공연장,0,민간(대학로 외),0.0,서울,광진구,서울특별시 광진구 능동로 400(중곡동)
323,광화문아트홀,1.0,278.0,광화문아트홀,278,공공(문예회관),2008.0,서울,종로구,서울특별시 종로구 인왕산로1길 21 (사직동)
325,구. LG아트센터,1.0,1103.0,구. LG아트센터,1103,민간(대학로 외),2000.0,서울,강남구,서울특별시 강남구 논현로 508 (역삼동)
328,구로구민회관,1.0,531.0,구로구민회관,531,공공(문예회관),1989.0,서울,구로구,서울특별시 구로구 가마산로25길 21 (구로동)
329,구로아트밸리,1.0,579.0,예술극장,579,공공(문예회관),2008.0,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
330,구름아래소극장,1.0,200.0,구름아래소극장,200,민간(대학로 외),2019.0,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
338,구세군아트홀,1.0,0.0,구세군아트홀,0,민간(대학로 외),0.0,서울,서대문구,서울특별시 서대문구 충정로 7 (충정로3가)
339,국기원,1.0,3000.0,국기원,3000,기타(비공연장),1972.0,서울,강남구,서울특별시 강남구 테헤란로7길 32 (역삼동) 
343,국립국악원,5.0,2367.0,"예악당
우면당
풍류사랑방
연희마당
진악당(폐관)","706
231
130
700
600",국립,1951.0,서울,서초구,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
344,국립극단 [명동],1.0,558.0,명동예술극장,558,국립,2009.0,서울,중구,서울특별시 중구 명동길 35 (명동1가)
345,국립극단 [용산],8.0,332.0,"백성희장민호극장
소극장판
등나무
스튜디오 둘
스튜디오하나
야외마당
작은숲속 극장
블록블록 극장","182
100
0
50
0
0
0
0",국립,2010.0,서울,용산구,서울특별시 용산구 청파로 373 (서계동)
346,국립극장,5.0,2460.0,"하늘극장
별오름극장
해오름극장
달오름극장
연습실","627
100
1,221
512
0",국립,1973.0,서울,중구,서울특별시 중구 장충단로 59 (장충동2가)
355,국립정동극장,2.0,386.0,"국립정동극장
정동마루","326
60",국립,1995.0,서울,중구,서울특별시 중구 정동길 43 (정동)
356,국립정동극장 세실 (구.세실극장),1.0,234.0,국립정동극장 세실 (구.세실극장),234,국립,1976.0,서울,중구,서울특별시 중구 세종대로19길 16 (정동)
358,국립중앙박물관,1.0,416.0,대강당,416,국립,2005.0,서울,용산구,서울특별시 용산구 서빙고로 137 (용산동6가) 
359,국립중앙박물관 극장 용,1.0,805.0,국립중앙박물관 극장 용,805,국립,2005.0,서울,용산구,서울특별시 용산구 서빙고로 137 (용산동6가)
363,국민대학교 예술대학,1.0,400.0,대극장,400,민간(대학로 외),2001.0,서울,성북구,서울특별시 성북구 정릉로 77 - 0 국민대학교 
364,국민대학교 제로원디자인센터,1.0,40.0,국민대학교 제로원디자인센터,40,민간(대학로),2004.0,서울,종로구,서울특별시 종로구 동숭길 122-6 (동숭동)
365,국제아트홀,1.0,170.0,국제아트홀,170,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 압구정로 162 (신사동)
367,국화소극장,1.0,60.0,국화소극장,60,민간(대학로 외),2014.0,서울,동작구,서울특별시 동작구 상도로30길 8 (상도동)
375,굿씨어터,1.0,369.0,굿씨어터,369,민간(대학로),2004.0,서울,종로구,서울특별시 종로구 대학로 144 (혜화동)
377,그랜드 워커힐 서울(비스타 워커힐 서울),2.0,1420.0,"워커힐 시어터
비스타홀","720
700",민간(대학로 외),2002.0,서울,광진구,서울특별시 광진구 워커힐로 177 (광장동)
379,그레뱅뮤지엄,1.0,120.0,그레뱅뮤지엄,120,기타(비공연장),0.0,서울,중구,서울특별시 중구 을지로 23 (을지로1가) 
383,극단 작은곰 연습실,1.0,0.0,극단 작은곰 연습실,0,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 일원로3길 28 (일원동)
384,극단 제이와이,1.0,0.0,극단 제이와이,0,민간(대학로 외),0.0,서울,서대문구,서울특별시 서대문구 신촌로 173-2 (대현동)
385,극장 PLOT,1.0,0.0,극장 PLOT,0,민간(대학로 외),0.0,서울,서대문구,서울특별시 서대문구 연세로4길 27(창천동)
386,극장 동국,1.0,84.0,극장 동국,84,민간(대학로),2014.0,서울,종로구,서울특별시 종로구 창경궁로 259
387,극장 봄 (봄소극장),1.0,55.0,극장 봄,55,민간(대학로),2011.0,서울,성북구,서울특별시 성북구 삼선교로 14 (삼선동1가)
388,극장 칸테움,1.0,140.0,극장 칸테움,140,민간(대학로 외),0.0,서울,구로구,서울특별시 구로구 디지털로 32가길 25 (구로동)
394,글루호텔 블루레인라운지,1.0,0.0,글루호텔 블루레인라운지,0,민간(대학로),0.0,서울,종로구,서울특별시 종로구 율곡로 228(이화동)
396,금나래아트홀,1.0,552.0,금나래아트홀,552,공공(문예회관),2008.0,서울,금천구,서울특별시 금천구 시흥대로73길 70 (시흥동)
402,금천구민문화체육센터,1.0,286.0,소극장,286,공공(기타),2001.0,서울,금천구,서울특별시 금천구 독산로54길 188 (독산동)
403,금천문화원(금천문화회관),1.0,194.0,금천문화원(금천문화회관),194,공공(기타),1999.0,서울,금천구,서울특별시 금천구 시흥대로38길 61 (시흥동) 금천문화원
404,금천뮤지컬센터,1.0,197.0,금천예술극장,197,공공(기타),2021.0,서울,금천구,서울특별시 금천구 시흥대로115길 48(독산동)
405,금호아트홀 연세,1.0,390.0,금호아트홀 연세,390,민간(대학로 외),2015.0,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세
411,긱라이브하우스,1.0,60.0,긱라이브하우스,60,민간(대학로 외),2003.0,서울,마포구,서울특별시 마포구 신촌로10길 7(동교동)
433,김희수아트센터,1.0,198.0,SPACE 1(다목적홀),198,민간(대학로 외),2010.0,서울,동대문구,서울특별시 동대문구 홍릉로 118 (청량리동)
439,꿈나무극장,1.0,153.0,꿈나무극장,153,공공(기타),2016.0,서울,구로구,서울특별시 구로구 구로동로26길 54 (구로동)
440,꿈의숲아트센터,3.0,584.0,"퍼포먼스홀
콘서트홀
야외 볼프라자","283
301
0",공공(기타),2009.0,서울,강북구,서울특별시 강북구 월계로 173 (번동)
441,꿈희망미래빌딩,1.0,0.0,꿈희망미래빌딩 ,0,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 논현로76길 25(역삼동)
445,나루아트센터,3.0,768.0,"소공연장
대공연장
갤러리(전시실)","167
601
0",공공(문예회관),2005.0,서울,광진구,서울특별시 광진구 능동로 76 (자양동)
447,나온씨어터,1.0,95.0,나온씨어터,95,민간(대학로),2008.0,서울,종로구,서울특별시 종로구 혜화로9길 7 (명륜1가)
450,낙타브루잉 [강남],1.0,0.0,낙타브루잉 [강남],0,기타(비공연장),0.0,서울,강남구,서울특별시 강남구 강남대로106길 14 (역삼동)
452,난지한강공원,2.0,0.0,"난지한강공원
젊음의 광장","0
0",공공(기타),2002.0,서울,마포구,서울특별시 마포구 한강난지로 162 (상암동)
453,남대문교회,1.0,400.0,남대문교회,400,민간(대학로 외),1885.0,서울,중구,서울특별시 중구 퇴계로 6 (남대문로5가)
458,남산골한옥마을,6.0,452.0,"서울남산국악당 크라운해태홀
민씨가옥
천우각무대
일대
서울남산국악당 야외마당
체험실","302
50
100
0
0
0",공공(기타),2007.0,서울,중구,서울특별시 중구 퇴계로34길 28 (필동2가)
459,남산예술센터 드라마센터,1.0,0.0,남산예술센터 드라마센터,0,민간(대학로 외),0.0,서울,중구,서울특별시 중구 소파로 138 (예장동)
460,남서울교회,1.0,0.0,남서울교회,0,기타(비공연장),1975.0,서울,서초구,서울특별시 서초구 신반포로19길 36 (반포동)
461,남서울대학교 아트센터 갤러리 이앙,1.0,100.0,남서울대학교 아트센터 갤러리 이앙,100,기타(비공연장),2008.0,서울,종로구,서울특별시 종로구 대학로 146 (혜화동)
468,낭만극장,1.0,300.0,낭만극장,300,민간(대학로 외),2009.0,서울,종로구,서울특별시 종로구 삼일대로 428 (낙원동)
469,내유외강씨어터(구. 익스트림씨어터 1관),1.0,177.0,내유외강씨어터(구. 익스트림씨어터 1관),177,민간(대학로),2012.0,서울,종로구,서울특별시 종로구 대학로 128 (동숭동)
473,노들섬,5.0,1366.0,"잔디마당
라이브하우스
뮤직라운지: 류
다목적 홀: 숲
3층 테라스","616
750
0
0
0",공공(기타),0.0,서울,용산구,서울특별시 용산구 양녕로 445 (이촌동)
474,노들장애인야학,1.0,130.0,대강당,130,민간(대학로),1994.0,서울,종로구,서울특별시 종로구 동숭길 25 (동숭동)
475,노무현시민센터,1.0,0.0,다목적홀 가치하다,0,민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 창덕궁길 73(원서동)
476,노원구민의전당(구. 노원구민회관),1.0,679.0,노원구민의전당(구. 노원구민회관),679,공공(기타),1989.0,서울,노원구,서울특별시 노원구 동일로 1229 (중계동)
